Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
217,Aptinyx Inc. - Common Stock,APTX,3.87,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
218,Aptevo Therapeutics Inc. - Common Stock,APVO,6.44,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
219,"Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share",APWC,1.00,Industrials,Industrial Products,,,,
220,Apex Technology Acquisition Corporation - Class A Common Stock,APXT,9.82,Financial Services,Diversified Financial Services,Offices of Bank Holding Companies(551111),,,
221,Apex Technology Acquisition Corporation - Unit,APXTU,10.60,Financial Services,Diversified Financial Services,Offices of Bank Holding Companies(551111),,,
222,Apex Technology Acquisition Corporation - Warrant,APXTW,nan,nan,nan,nan,,,
223,Apyx Medical Corporation - Common Stock,APYX,5.42,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
224,"AquaBounty Technologies, Inc. - Common Stock",AQB,2.62,Consumer Defensive,Consumer Packaged Goods,Finfish Farming and Fish Hatcheries(112511),,,
225,"Aqua Metals, Inc. - Common Stock",AQMS,1.04,Industrials,Waste Management,Hazardous Waste Treatment and Disposal(562211),,,
226,"Aquestive Therapeutics, Inc. - Common Stock",AQST,5.31,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
227,"Aravive, Inc. - Common Stock",ARAV,12.61,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
228,Accuray Incorporated - Common Stock,ARAY,2.56,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
229,ArcBest Corporation - Common Stock,ARCB,26.025,Industrials,Transportation,"General Freight Trucking, Long-Distance, Less Than Truckload(484122)",,,
230,Ares Capital Corporation - Closed End Fund,ARCC,15.90,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
231,Arco Platform Limited - Class A Common Shares,ARCE,46.35,Consumer Defensive,Education,,,,
232,Arcturus Therapeutics Holdings Inc. - Common Stock,ARCT,29.70,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
233,Aridis Pharmaceuticals Inc. - Common Stock,ARDS,6.45,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
234,"Ardelyx, Inc. - Common Stock",ARDX,7.31,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
235,American Resources Corporation - Class A Common Stock,AREC,1.25,Energy,Other Energy Sources,All Other Petroleum and Coal Products Manufacturing(324199),,,
236,argenx SE - American Depositary Shares,ARGX,228.56,Healthcare,Biotechnology,,,,
237,Ark Restaurants Corp. - Common Stock,ARKR,15.22,Consumer Cyclical,Restaurants,Full-Service Restaurants(722511),,,
238,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",ARLP,4.49,Energy,Other Energy Sources,Bituminous Coal and Lignite Surface Mining(212111),,,
239,"Arena Pharmaceuticals, Inc. - Common Stock",ARNA,62.29,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
240,Arrow Financial Corporation - Common Stock,AROW,30.15,Financial Services,Banks,Commercial Banking(522110),,,
241,"Aerpio Pharmaceuticals, Inc. - Common Stock",ARPO,1.24,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
242,"Arcutis Biotherapeutics, Inc. - Common stock",ARQT,28.01,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
243,"Artelo Biosciences, Inc. - Common Stock",ARTL,1.38,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
244,"Artelo Biosciences, Inc. - Warrant",ARTLW,0.1599,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
245,Artesian Resources Corporation - Class A Non-Voting Common Stock,ARTNA,35.55,Utilities,Utilities - Regulated,Water Supply and Irrigation Systems(221310),,,
246,"Art's-Way Manufacturing Co., Inc. - Common Stock",ARTW,2.10,Industrials,Farm & Heavy Construction Machinery,Farm Machinery and Equipment Manufacturing(333111),,,
247,"Arvinas, Inc. - Common Stock",ARVN,34.59,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
248,"Arrowhead Pharmaceuticals, Inc. - Common Stock",ARWR,35.14,Healthcare,Biotechnology,Research and Development in Biotechnology (except Nanobiotechnology)(541714),,,
249,ARYA Sciences Acquisition Corp. - Class A Ordinary Shares,ARYA,14.40,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
250,ARYA Sciences Acquisition Corp. - Unit,ARYAU,16.75,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
251,ARYA Sciences Acquisition Corp. - Warrant,ARYAW,nan,nan,nan,nan,,,
252,FlexShares Real Assets Allocation Index Fund,ASET,27.52,,,,,,
253,"Asta Funding, Inc. - Common Stock",ASFI,11.11,Financial Services,Credit Services,Collection Agencies(561440),,,
254,ASLAN Pharmaceuticals Limited - American Depositary Shares,ASLN,1.97,Healthcare,Biotechnology,,,,
255,"Assembly Biosciences, Inc. - Common Stock",ASMB,21.74,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
256,ASML Holding N.V. - New York Registry Shares,ASML,349.33,Technology,Semiconductors,,,,
257,"Ascena Retail Group, Inc. - Common Stock",ASNA,2.42,Consumer Cyclical,Retail - Cyclical,Women's Clothing Stores(448120),,,
258,Ascendis Pharma A/S - American Depositary Shares,ASND,141.64,Healthcare,Biotechnology,Medicinal and Botanical Manufacturing(325411),,,
259,Altisource Portfolio Solutions S.A. - Common Stock,ASPS,14.88,Financial Services,Banks,Investment Advice(523930),,,
260,Aspen Group Inc. - Common Stock,ASPU,10.41,Consumer Defensive,Education,"Colleges, Universities, and Professional Schools(611310)",,,
261,"Assertio Holdings, Inc. - Common Stock",ASRT,1.01,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
262,AmeriServ Financial Inc. - Common Stock,ASRV,3.09,Financial Services,Banks,Commercial Banking(522110),,,
263,"AmeriServ Financial Inc. - AmeriServ Financial Trust I - 8.45% Beneficial Unsecured Securities, Series A",ASRVP,28.85,Financial Services,Asset Management,"Trust, Fiduciary, and Custody Activities(523991)",,,
264,Astrotech Corporation - Common Stock,ASTC,3.08,Industrials,Aerospace & Defense,Other Aircraft Parts and Auxiliary Equipment Manufacturing(336413),,,
265,"Astec Industries, Inc. - Common Stock",ASTE,46.92,Industrials,Farm & Heavy Construction Machinery,Construction Machinery Manufacturing(333120),,,
266,Asure Software Inc - Common Stock,ASUR,6.67,Technology,Software,Computer Systems Design Services(541512),,,
267,"Amtech Systems, Inc. - Common Stock",ASYS,5.25,Technology,Semiconductors,Semiconductor Machinery Manufacturing(333242),,,
268,"America First Multifamily Investors, L.P. - Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests",ATAX,4.82,Financial Services,Banks,Other Activities Related to Credit Intermediation(522390),,,
269,"Atlas Technical Consultants, Inc. - Class A Common Stock",ATCX,10.29,Industrials,Construction,Engineering Services(541330),,,
270,"Atlas Technical Consultants, Inc. - Warrant",ATCXW,nan,nan,nan,nan,,,
271,"Alphatec Holdings, Inc. - Common Stock",ATEC,5.33,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
272,Anterix Inc. - Common Stock,ATEX,53.96,Communication Services,Telecommunication Services,All Other Telecommunications(517919),,,
273,Alterity Therapeutics Limited - American Depositary Shares,ATHE,0.625,Healthcare,Biotechnology,,,,
274,"Athersys, Inc. - Common Stock",ATHX,2.87,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
275,ATIF Holdings Limited - Ordinary Shares,ATIF,2.03,Financial Services,Capital Markets,Investment Advice(523930),,,
276,Atlanticus Holdings Corporation - Common Stock,ATLC,13.15,Financial Services,Credit Services,Consumer Lending(522291),,,
277,Ames National Corporation - Common Stock,ATLO,20.05,Financial Services,Banks,Commercial Banking(522110),,,
278,"ATN International, Inc. - Common Stock",ATNI,65.45,Communication Services,Telecommunication Services,Wired Telecommunications Carriers(517311),,,
279,"Athenex, Inc. - Common Stock",ATNX,12.84,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
280,Atomera Incorporated - Common Stock,ATOM,9.09,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
281,"Atossa Therapeutics, Inc. - Common Stock",ATOS,3.19,Healthcare,Biotechnology,In-Vitro Diagnostic Substance Manufacturing(325413),,,
282,"Atara Biotherapeutics, Inc. - Common Stock",ATRA,10.40,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
283,"AtriCure, Inc. - Common Stock",ATRC,48.49,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
284,Atrion Corporation - Common Stock,ATRI,652.11,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
285,Astronics Corporation - Common Stock,ATRO,13.15,Industrials,Aerospace & Defense,Other Aircraft Parts and Auxiliary Equipment Manufacturing(336413),,,
286,"Antares Pharma, Inc. - Common Stock",ATRS,2.99,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
287,"Air Transport Services Group, Inc - Common Stock",ATSG,23.51,Industrials,Transportation,Other Support Activities for Air Transportation(488190),,,
288,"Activision Blizzard, Inc - Common Stock",ATVI,72.00,Communication Services,Interactive Media,Software Publishers(511210),,,
289,"Avenue Therapeutics, Inc. - Common Stock",ATXI,10.56,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
290,Atlantic Union Bankshares Corporation - Common Stock,AUB,26.65,Financial Services,Banks,Commercial Banking(522110),,,
291,"Auburn National Bancorporation, Inc. - Common Stock",AUBN,55.30,Financial Services,Banks,Commercial Banking(522110),,,
292,AudioCodes Ltd. - Ordinary Shares,AUDC,34.56,Technology,Hardware,,,,
293,Aurinia Pharmaceuticals Inc - Common Shares,AUPH,15.18,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
294,Autolus Therapeutics plc - American Depositary Shares,AUTL,13.81,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
295,"AutoWeb, Inc. - Common Stock",AUTO,1.52,Communication Services,Interactive Media,"Data Processing, Hosting, and Related Services(518210)",,,
296,"AeroVironment, Inc. - Common Stock",AVAV,73.47,Industrials,Aerospace & Defense,Aircraft Manufacturing(336411),,,
297,Avalon GloboCare Corp. - Common Stock,AVCO,1.76,Healthcare,Healthcare Providers & Services,General Medical and Surgical Hospitals(622110),,,
298,"American Virtual Cloud Technologies, Inc.  - Common Stock",AVCT,2.18,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
299,"American Virtual Cloud Technologies, Inc.  - Warrant expiring 4/7/2020",AVCTW,nan,nan,nan,nan,,,
300,Avadel Pharmaceuticals plc - American Depositary Shares each representing one Ordinary Share,AVDL,8.66,Healthcare,Drug Manufacturers,Biological Product (except Diagnostic) Manufacturing(325414),,,
301,"AVEO Pharmaceuticals, Inc. - Common Stock",AVEO,7.77,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
302,Broadcom Inc. - Common Stock,AVGO,315.32,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
303,"Broadcom Inc. - 8.00% Mandatory Convertible Preferred Stock, Series A",AVGOP,"1,139.83",Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
304,"Avinger, Inc. - Common Stock",AVGR,0.6396,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
305,"Avid Technology, Inc. - Common Stock",AVID,7.90,Communication Services,Interactive Media,Software Publishers(511210),,,
306,"Aviat Networks, Inc. - Common Stock",AVNW,14.95,Technology,Hardware,Other Communications Equipment Manufacturing(334290),,,
307,"AVROBIO, Inc. - Common Stock",AVRO,22.96,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
308,"Avnet, Inc. - Common Stock",AVT,30.545,Technology,Hardware,Other Electronic Parts and Equipment Merchant Wholesalers(423690),,,
309,Anavex Life Sciences Corp. - Common Stock,AVXL,4.07,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
310,"Aware, Inc. - Common Stock",AWRE,3.57,Technology,Software,Custom Computer Programming Services(541511),,,
311,Abraxas Petroleum Corporation - Common Stock,AXAS,0.3549,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
312,"Accelerate Diagnostics, Inc. - Common Stock",AXDX,9.83,Healthcare,Medical Diagnostics & Research,Analytical Laboratory Instrument Manufacturing(334516),,,
313,"Axogen, Inc. - Common Stock",AXGN,10.12,Healthcare,Medical Devices & Instruments,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),,,
314,Axovant Gene Therapies Ltd. - Common Shares,AXGT,3.51,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
315,Axcella Health Inc. - Common Stock,AXLA,5.63,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
316,"Axonics Modulation Technologies, Inc. - Common Stock",AXNX,37.43,Healthcare,Medical Devices & Instruments,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),,,
317,"Axsome Therapeutics, Inc. - Common Stock",AXSM,80.82,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
318,AXT Inc - Common Stock,AXTI,5.42,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
319,Atlantica Sustainable Infrastructure plc - Ordinary Shares,AY,27.22,Utilities,Utilities - Independent Power Producers,,,,
320,"Ayala Pharmaceuticals, Inc. - Common Stock",AYLA,14.20,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
321,"AYRO, Inc. - Common Stock",AYRO,3.08,Consumer Cyclical,Vehicles & Parts,Automobile Manufacturing(336111),,,
322,"Aytu BioScience, Inc. - Common Stock",AYTU,1.48,Healthcare,Biotechnology,All Other Miscellaneous Schools and Instruction(611699),,,
323,"Aspen Technology, Inc. - Common Stock",AZPN,108.28,Technology,Software,Computer Systems Design Services(541512),,,
324,"AzurRx BioPharma, Inc. - Common Stock",AZRX,1.02,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
325,Bandwidth Inc. - Class A Common Stock,BAND,118.04,Technology,Software,Software Publishers(511210),,,
326,BancFirst Corporation - Common Stock,BANF,43.25,Financial Services,Banks,Commercial Banking(522110),,,
327,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,BANFP,27.416,Financial Services,Banks,Commercial Banking(522110),,,
328,Banner Corporation - Common Stock,BANR,43.305,Financial Services,Banks,Commercial Banking(522110),,,
329,StoneCastle Financial Corp - Common Stock,BANX,17.72,Financial Services,Asset Management,Other Financial Vehicles(525990),,,
330,"Bioanalytical Systems, Inc. - Common Stock",BASI,5.05,Healthcare,Medical Diagnostics & Research,Pharmaceutical Preparation Manufacturing(325412),,,
331,Liberty Media Corporation - Series A Liberty Braves Common Stock,BATRA,23.11,Communication Services,Media - Diversified,Sports Teams and Clubs(711211),,,
332,Liberty Media Corporation - Series C Liberty Braves Common Stock,BATRK,22.80,Communication Services,Media - Diversified,Sports Teams and Clubs(711211),,,
333,Bed Bath & Beyond Inc. - Common Stock,BBBY,9.09,Consumer Cyclical,Retail - Cyclical,All Other Home Furnishings Stores(442299),,,
334,"Concrete Pumping Holdings, Inc.  - Common Stock",BBCP,3.66,Industrials,Construction,Engineering Services(541330),,,
335,"Beasley Broadcast Group, Inc. - Class A Common Stock",BBGI,2.55,Communication Services,Media - Diversified,Radio Stations(515112),,,
336,VanEck Vectors Biotech ETF,BBH,157.63,,,,,,
337,"Brickell Biotech, Inc. - Common Stock",BBI,1.37,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
338,"BridgeBio Pharma, Inc. - Common Stock",BBIO,29.82,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
339,"BBQ Holdings, Inc.  - Common Stock",BBQ,3.79,Consumer Cyclical,Restaurants,Full-Service Restaurants(722511),,,
340,"Barrett Business Services, Inc. - Common Stock",BBSI,54.31,Industrials,Business Services,Professional Employer Organizations(561330),,,
341,"BCB Bancorp, Inc. (NJ) - Common Stock",BCBP,9.99,Financial Services,Banks,Offices of Bank Holding Companies(551111),,,
342,"BioCardia, Inc. - Common Stock",BCDA,3.75,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
343,"BioCardia, Inc. - Warrant",BCDAW,0.75,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
344,"Atreca, Inc. - Class A Common Stock",BCEL,17.87,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
345,Brainstorm Cell Therapeutics Inc. - Common Stock,BCLI,9.20,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
